Title,Year,Certificate,Rating
The Quick and the Dead,2003.0,A,6.5
Detachment,2003.0,none,7.7
October Sky,2003.0,U,7.8
The Post,2003.0,UA,7.2
Kelly's Heroes,2003.0,U,7.6
Good Boys,2003.0,UA,6.7
Peter Five Eight,2003.0,none,4.3
Why Him?,2003.0,UA 16+,6.2
Æon Flux,2003.0,UA,5.4
Friday Night Lights,2003.0,UA,7.2
The Nightmare Before Christmas,2003.0,U,7.9
Being John Malkovich,2003.0,R,7.7
French Girl,2003.0,R,5.4
Gake no ue no Ponyo,2003.0,U,7.6
Paddington,2003.0,U,7.3
Grindhouse,2003.0,R,7.5
A River Runs Through It,2003.0,U,7.2
Shirley Valentine,2003.0,none,7.2
Scary Movie 3,2003.0,UA,5.5
The Frozen Ground,2003.0,UA,6.4
Hollow Man,2003.0,A,5.8
Austin Powers in Goldmember,2003.0,UA,6.2
Sleepless in Seattle,2003.0,U,6.8
Fear Street: 1994,2003.0,18,6.2
The Snowman,2003.0,R,5.2
Sunset Blvd.,2003.0,none,8.4
Look Who's Talking,2003.0,U,5.9
Licence to Kill,2003.0,UA,6.7
Only God Forgives,2003.0,A,5.7
Le règne animal,2003.0,none,6.7
Begin Again,2003.0,A,7.4
Logan's Run,2003.0,U,6.8
The Dirt,2003.0,none,7.0
Bruce Almighty,2003.0,UA,6.8
The Bridge on the River Kwai,2003.0,U,8.1
The Whole Nine Yards,2024.0,A,6.7
The Burning,2024.0,none,6.3
Beverly Hills Cop III,2024.0,A,5.5
Seabiscuit,2024.0,U,7.3
Hwang-ya,2024.0,none,5.9
The Thing,2024.0,A,6.2
Kidô Senshi Gundam Seed Freedom,2024.0,none,7.2
Hot Shots!,2024.0,U,6.7
Rapito,2024.0,none,7.0
The Layover,2024.0,R,4.8
2010,2024.0,none,6.7
Sleeping Beauty,2024.0,A,5.3
Under Siege,2024.0,A,6.5
Butch Cassidy and the Sundance Kid,2024.0,U,8.0
Howard the Duck,2024.0,U,4.7
Dracula Untold,2024.0,UA,6.2
The New World,2024.0,PG-13,6.7
"New York, I Love You",2024.0,R,6.2
The Poseidon Adventure,2024.0,U,7.1
Chronicle,2024.0,UA,7.0
"Se, jie",2024.0,A,7.5
The Yellow Birds,2024.0,R,5.8
Bloodsport,2024.0,A,6.8
I Want You Back,2024.0,A,6.5
Silent Night,2024.0,R,5.3
From Russia with Love,2024.0,A,7.3
Majo no takkyûbin,2024.0,U,7.8
Happiness for Beginners,2024.0,none,6.1
The Three Musketeers,2024.0,UA,5.7
Invasion of the Body Snatchers,2024.0,A,7.4
Beast,2024.0,UA,5.6
The Thundermans Return,2024.0,none,5.0
Rounders,2024.0,U,7.3
The Dukes of Hazzard,2024.0,PG-13,5.1
Green Room,2024.0,18,7.0
Angel Has Fallen,2024.0,UA,6.4
To Live and Die in L.A.,2024.0,none,7.3
The Pacifier,2024.0,U,5.6
Serpico,2024.0,A,7.7
Logan Lucky,2024.0,UA,7.0
El correo,2024.0,none,6.0
Rocky III,2024.0,U,6.8
The League of Extraordinary Gentlemen,2024.0,UA,5.8
Wishmaster,2024.0,R,5.8
I Am Sam,2024.0,U,7.6
Odd Thomas,2024.0,none,6.8
Batoru rowaiaru,2024.0,18,7.5
The Heat,2024.0,A,6.6
Flipped,2014.0,PG,7.7
Enter the Dragon,2014.0,A,7.6
Battlefield Earth,2014.0,A,2.5
Portnoy's Complaint,2014.0,none,5.3
Happy Feet,2014.0,U,6.4
The Texas Chainsaw Massacre,2014.0,A,6.2
The Last Witch Hunter,2014.0,A,5.9
Awakenings,2014.0,U,7.8
Love Again,2014.0,UA,5.9
Der Himmel über Berlin,2014.0,U,7.9
Hotel Transylvania: Transformania,2014.0,U,6.0
Chicken Run: Dawn of the Nugget,2014.0,PG,6.4
The Beguiled,2014.0,R,6.3
Splash,2014.0,U,6.3
RocknRolla,2014.0,A,7.2
Adaptation.,2014.0,R,7.7
Soylent Green,2014.0,U,7.0
Swingers,2014.0,UA,7.2
Lord of the Flies,2014.0,U,6.4
The Last Picture Show,2014.0,U,8.0
Goldfinger,2014.0,A,7.7
Timeline,2014.0,PG-13,5.6
Lords of Dogtown,2014.0,PG-13,7.1
Mississippi Burning,2014.0,A,7.8
Dragonball Evolution,2014.0,U,2.5
The Benchwarmers,2014.0,U,5.5
Casper,2014.0,U,6.2
A Nightmare on Elm Street 3: Dream Warriors,2014.0,UA,6.6
Dirty Grandpa,2014.0,A,5.9
Reign of Fire,2014.0,UA,6.2
Babel,2014.0,A,7.5
The Drop,2014.0,R,7.0
National Lampoon's Van Wilder,2014.0,A,6.4
Youth,2014.0,R,7.3
Annie Hall,2014.0,A,8.0
"Sex, Lies, and Videotape",2014.0,A,7.2
Philadelphia,2014.0,UA,7.7
Guillermo del Toro's Pinocchio,2014.0,PG,7.6
Pride and Prejudice and Zombies,2014.0,PG-13,5.8
Fanny Lye Deliver'd,2014.0,none,6.2
Love and Monsters,2014.0,13,6.9
Ava,2014.0,16,5.5
Time Bandits,2014.0,U,6.9
Ant-Man and the Wasp,2014.0,UA,7.0
The Human Centipede II (Full Sequence),2014.0,none,3.8
Marlowe,2014.0,A,5.3
A Room with a View,2014.0,none,7.2
The Last Boy Scout,2014.0,A,7.0
The Sum of All Fears,2008.0,A,6.4
Practical Magic,2008.0,A,6.3
Savages,2008.0,A,6.4
Hustlers,2008.0,A,6.3
Presumed Innocent,2008.0,UA,6.9
Pared con pared,2008.0,none,5.9
L'amant,2008.0,Not Rated,6.8
Cocktail,2008.0,A,5.9
Day Shift,2008.0,A,6.1
Four Good Days,2008.0,R,6.6
Silverado,2008.0,UA,7.2
The History Boys,2008.0,R,6.8
Spawn,2008.0,A,5.2
Network,2008.0,UA,8.1
Arachnophobia,2008.0,UA,6.5
Skyscraper,2008.0,UA,5.8
The Girl Who Escaped: The Kara Robinson Story,2008.0,none,6.2
What to Expect When You're Expecting,2008.0,A,5.7
Olympus Has Fallen,2008.0,A,6.5
The Ruins,2008.0,18,5.9
Blow-Up,2008.0,A,7.4
Bad Moms,2008.0,18,6.2
The Hangover Part II,2008.0,A,6.5
Reminiscence,2008.0,UA,5.9
The Men Who Stare at Goats,2008.0,R,6.2
Hugo,2008.0,U,7.5
Frailty,2008.0,R,7.2
Inferno,2008.0,UA,6.2
Black Narcissus,2008.0,none,7.7
My Own Private Idaho,2008.0,R,7.0
Family,2008.0,R,6.4
The Angry Birds Movie,2008.0,UA,6.3
The House Bunny,2008.0,PG-13,5.5
Golda,2008.0,PG-13,5.9
Krull,2008.0,U,6.1
La migliore offerta,2008.0,R,7.8
The Last Kumite,2008.0,none,5.4
Enemy of the State,2008.0,A,7.3
Senior Trip,2008.0,UA,5.6
The Adventures of Buckaroo Banzai Across the 8th Dimension,2008.0,none,6.2
Race to Glory - Audi vs Lancia,2008.0,R,5.8
The Adventures of Tintin,2008.0,U,7.3
My Sister's Keeper,2008.0,PG-13,7.3
Bill & Ted's Excellent Adventure,2008.0,U,6.9
Jack the Giant Slayer,2008.0,UA,6.3
Alpha Dog,2008.0,R,6.9
Murder Mystery 2,2008.0,UA 13+,5.7
Blades of Glory,1954.0,U,6.3
Where the Heart Is,1954.0,U,6.7
Last Action Hero,1954.0,U,6.5
Finding Dory,1954.0,U,7.2
The Dark Crystal,1954.0,Not Rated,7.1
Vina: Sebelum 7 Hari,1954.0,none,5.3
Super Mario Bros.,1954.0,PG,4.2
Battle: Los Angeles,1954.0,UA,5.7
Chocolat,1954.0,U,7.2
Something's Gotta Give,1954.0,PG-13,6.7
The Goldfinch,1954.0,A,6.4
Disaster Movie,1954.0,PG-13,1.9
Trolls World Tour,1954.0,U,6.1
All Dogs Go to Heaven,1954.0,U,6.7
The Thomas Crown Affair,1954.0,UA,6.8
Spin Me Round,1954.0,none,5.2
Oliver!,1954.0,U,7.4
The Moon and Back,1954.0,PG-13,5.4
Lucía y el sexo,1954.0,A,7.0
Turbo,1954.0,U,6.4
Hancock,1954.0,UA,6.4
Chitty Chitty Bang Bang,1954.0,none,6.9
The Devils,1954.0,A,7.8
The Adjustment Bureau,1954.0,UA,7.0
Little Women,1954.0,U,7.3
Only the Brave,1954.0,UA,7.6
O.J.: Made in America,1954.0,none,8.9
Bend It Like Beckham,1954.0,U,6.7
Teeth,1954.0,R,5.4
A Rainy Day in New York,1954.0,PG-13,6.5
Dial M for Murder,1954.0,A,8.2
Charlotte's Web,1954.0,U,6.3
Countdown,1954.0,18,5.4
Rebecca,1954.0,18,6.0
Dancing Lady,1954.0,none,6.8
Year One,1954.0,UA,4.9
Lady Macbeth,1954.0,A,6.8
A Million Ways to Die in the West,1954.0,18,6.1
Grand Jeté,1954.0,none,4.9
Sam Bahadur,1954.0,none,7.7
Billy Elliot,1954.0,UA,7.7
Romance,1954.0,A,5.2
The Invitation,1954.0,18,6.6
Short Circuit,1954.0,U,6.6
Underworld: Blood Wars,1954.0,UA,5.7
Ninja Assassin,1954.0,R,6.3
The Black Hole,2025.0,U,5.9
A Boy and His Dog,2025.0,A,6.4
Miami Vice,2025.0,R,6.1
Paprika,2025.0,U,7.7
The Ones Below,2025.0,R,6.1
Life,2025.0,Not Rated,6.8
MR-9: Do or Die,2025.0,none,4.1
Do Aur Do Pyaar,2025.0,none,6.7
The Good Nurse,2025.0,UA 16+,6.8
Men in Black: International,2025.0,U,5.6
Starve Acre,2025.0,none,7.1
Let Me In,2025.0,UA,7.1
The Glass Castle,2025.0,PG-13,7.1
Equilibrium,2025.0,UA,7.3
Trinil: Kembalikan Tubuhku,2025.0,none,5.0
The Night of the Hunter,2025.0,A,8.0
Cold Meat,2025.0,none,5.3
The Mule,2025.0,A,7.0
A Serious Man,2025.0,R,7.0
Bedazzled,2025.0,UA,6.1
Small Soldiers,2025.0,UA,6.3
The Harder They Fall,2025.0,16,6.6
Sharper,2025.0,A,6.7
The Cannonball Run,2025.0,U,6.2
One Hundred and One Dalmatians,2025.0,U,7.3
Streets of Fire,2025.0,PG,6.7
The Fountain,2025.0,U,7.2
Bleed for This,2025.0,R,6.8
Deuce Bigalow: Male Gigolo,2025.0,A,5.7
Star Trek II: The Wrath of Khan,2025.0,U,7.7
Bedtime Stories,2025.0,U,6.0
30 Days of Night,2025.0,A,6.6
Paul,2025.0,U,6.9
Sully,2025.0,A,7.4
Zhou,2025.0,A,6.2
Safe Haven,2025.0,A,6.7
What Happens Later,2025.0,R,4.8
Annabelle,2025.0,A,5.4
Killing Them Softly,2025.0,A,6.2
The World's End,2025.0,UA,6.9
Creep,2025.0,R,6.3
Butterfly,2025.0,none,4.7
Tucker and Dale vs Evil,2025.0,R,7.5
In the Heights,2025.0,UA 16+,7.3
Happy Death Day,2025.0,UA,6.6
Need for Speed,2025.0,UA,6.4
Ralph Breaks the Internet,2025.0,U,7.0
Christiane F. - Wir Kinder vom Bahnhof Zoo,1997.0,none,7.5
Stay Alive,1997.0,UA,5.0
Robin Hood,1997.0,U,7.5
While You Were Sleeping,1997.0,U,6.8
The Square,1997.0,A,7.1
Truth or Dare,1997.0,A,5.2
Darkness Falls,1997.0,PG-13,5.0
Triple 9,1997.0,R,6.3
Missing,1997.0,UA,7.1
George of the Jungle,1997.0,PG,5.5
Jawbreaker,1997.0,UA,5.7
Chappie,1997.0,UA,6.8
Gettysburg,1997.0,Not Rated,7.6
Creed III,1997.0,UA,6.7
Team America: World Police,1997.0,A,7.2
Skinamarink,1997.0,none,4.8
Revolver,1997.0,R,6.3
Fierce Creatures,1997.0,A,6.4
Color Out of Space,1997.0,UA,6.2
Twixt,1997.0,R,4.7
About My Father,1997.0,PG-13,5.7
Force of Nature,1997.0,A,4.6
Clear and Present Danger,1997.0,UA,6.9
The Transporter,1997.0,A,6.8
Vice,1997.0,R,7.2
"It's a Mad, Mad, Mad, Mad World",1997.0,none,7.5
Babe,1997.0,U,6.9
How to Train Your Dragon 2,1997.0,U,7.8
A Good Person,1997.0,R,7.1
The Tragedy of Macbeth,1997.0,A,7.1
Unstoppable,1997.0,UA,6.8
Evolution,1997.0,UA,6.1
The Rainmaker,1997.0,U,7.2
Tag,1997.0,A,6.5
Long Shot,1997.0,A,6.8
The Hate U Give,1997.0,PG-13,7.5
A View to a Kill,1997.0,UA,6.3
Charlie Wilson's War,1997.0,UA,7.0
What Lies Beneath,1997.0,A,6.6
I Confess,1997.0,U,7.2
The Adventures of Sharkboy and Lavagirl 3-D,1997.0,U,3.7
Dog,1997.0,UA,6.5
Picnic at Hanging Rock,1997.0,U,7.4
Wall Street,1997.0,A,7.3
U Turn,1997.0,R,6.7
The Illusionist,1997.0,U,7.5
2 Hearts,1997.0,PG-13,6.3
The Secret Life of Pets,1997.0,UA,6.5
Rocky Balboa,2017.0,U,7.1
Hidden Strike,2017.0,none,5.3
Paths of Glory,2017.0,A,8.4
Warm Bodies,2017.0,15+,6.8
The Uninvited,2017.0,none,7.9
Can't Hardly Wait,2017.0,U,6.5
John and the Hole,2017.0,R,5.2
Znachor,2017.0,none,7.5
The Hand That Rocks the Cradle,2017.0,A,6.7
Living,2017.0,PG-13,7.2
Alive,2017.0,U,7.1
You Hurt My Feelings,2017.0,R,6.6
Eat Pray Love,2017.0,UA,5.8
Tomorrow Never Dies,2017.0,U,6.5
Us x Her,2017.0,none,4.4
Sahara,2017.0,PG-13,6.1
Dolittle,2017.0,U,5.6
In the Heart of the Sea,2017.0,18,6.9
Merry Christmas,2017.0,none,7.0
Lights Out,2017.0,A,6.3
"Planes, Trains & Automobiles",2017.0,U,7.6
Bonnie and Clyde,2017.0,A,7.7
Overlord,2017.0,18,6.6
The Lost City of Z,2017.0,UA,6.6
Gangster Squad,2017.0,A,6.7
Goodnight Mommy,2017.0,UA 16+,5.7
Where Hope Grows,2017.0,PG-13,6.6
Neighbors,2017.0,15+,6.3
The Babysitters,2017.0,R,5.6
Final Girl,2017.0,R,4.7
20 Days in Mariupol,2017.0,none,8.6
The Disaster Artist,2017.0,UA,7.3
Kung fu,2017.0,UA,7.7
Splice,2017.0,R,5.8
Cinderella,2017.0,G,7.3
You're Next,2017.0,R,6.6
Crakk: Jeetega... Toh Jiyegaa,2017.0,UA,4.9
Extinction,2017.0,16,5.8
A través de tu mirada,2017.0,none,5.4
Day of the Woman,2017.0,A,5.6
The Life Aquatic with Steve Zissou,2017.0,R,7.2
The Third Man,2017.0,U,8.1
Trauma,2017.0,none,4.8
Serendipity,2017.0,U,6.8
Dead Men Don't Wear Plaid,2017.0,U,6.8
Män som hatar kvinnor,2017.0,R,7.8
Burn,2017.0,R,5.7
Paddington 2,2020.0,U,7.8
Green Street,2020.0,A,7.4
Stockholm Bloodbath,2020.0,none,4.6
Annie,2020.0,U,5.3
Hush,2020.0,18,6.6
Colombiana,2020.0,A,6.4
Eight for Silver,2020.0,R,6.2
Twins of Evil,2020.0,none,6.6
The Book of Life,2020.0,PG,7.2
Buffalo '66,2020.0,R,7.4
In the Name of the Father,2020.0,UA,8.1
The Long Riders,2020.0,U,6.9
Violent Night,2020.0,A,6.7
The Call of the Wild,2020.0,PG,6.7
Boston Strangler,2020.0,R,6.5
The Lodge,2020.0,18,6.0
White Bird,2020.0,none,7.3
Accepted,2020.0,U,6.4
Bolt,2020.0,U,6.8
Army of Darkness,2020.0,A,7.4
The AristoCats,2020.0,U,7.1
Fool's Paradise,2020.0,R,4.7
Cherry,2020.0,A,6.6
The Zookeeper's Wife,2020.0,A,7.0
Mystic Pizza,2020.0,none,6.3
The Greatest Beer Run Ever,2020.0,A,6.8
Popeye,2020.0,U,5.4
Murder Mubarak,2020.0,UA 16+,5.9
Jesus Revolution,2020.0,PG-13,7.1
Escape Room: Tournament of Champions,2020.0,Not Rated,5.7
Fright Night,2020.0,A,7.1
Kol,2020.0,16,7.1
Los colonos,2020.0,none,7.0
Ken Park,2020.0,none,5.8
Pink Flamingos,2020.0,Not Rated,6.0
Life of the Party,2020.0,Not Rated,5.6
A Goofy Movie,2020.0,U,6.9
Hanna,2020.0,13,6.7
The Blob,2020.0,A,6.6
Meet the Robinsons,2020.0,U,6.8
A Night at the Roxbury,2020.0,UA,6.2
Places in the Heart,2020.0,none,7.4
Body of Lies,2020.0,A,7.0
Coach Carter,2020.0,PG-13,7.3
The King of Comedy,2020.0,U,7.8
Vision Quest,2020.0,U,6.7
Miss Sloane,2020.0,UA,7.5
Kate,2009.0,18,6.2
The Tourist,2009.0,UA,6.0
Thief,2009.0,none,7.4
Hercules,2009.0,U,6.0
Hitman,2009.0,16,6.2
Gi-eok-ui bam,2009.0,16,7.4
The Mission,2009.0,UA,7.4
The Last Starfighter,2009.0,U,6.7
Videodrome,2009.0,Not Rated,7.2
Never Back Down,2009.0,16,6.5
Tootsie,2009.0,U,7.4
Ôdishon,2009.0,Not Rated,7.1
Zola,2009.0,R,6.5
Elf,2009.0,U,7.1
No Exit,2009.0,A,6.1
Dead Presidents,2009.0,A,6.9
Madagascar 3: Europe's Most Wanted,2009.0,U,6.8
Lifeforce,2009.0,Not Rated,6.1
Sleeping with the Enemy,2009.0,A,6.3
Edge of Darkness,2009.0,R,6.6
Death to Smoochy,2009.0,R,6.3
In the Cut,2009.0,R,5.4
A Million Miles Away,2009.0,PG,7.3
Green Lantern,2009.0,UA,5.5
Home,2009.0,U,6.5
Gosford Park,2009.0,U,7.2
Animal Kingdom,2009.0,R,7.2
Hot Rod,2009.0,PG-13,6.7
Ginger Snaps,2009.0,A,6.8
Laura,2009.0,none,7.9
All India Rank,2009.0,U,6.1
Possessor,2009.0,18,6.5
G.I. Joe: The Rise of Cobra,2009.0,UA,5.7
The French Connection,2009.0,A,7.7
Hitch,2009.0,U,6.6
The Ritual Killer,2009.0,none,4.3
The Night House,2009.0,A,6.4
The Babysitter: Killer Queen,2009.0,18,5.8
Don't Look Now,2009.0,U,7.1
Buzz House: The Movie,2009.0,none,4.4
Into the Blue,2009.0,UA,5.9
Underworld: Rise of the Lycans,2009.0,A,6.5
The 'Burbs,2009.0,U,6.8
A Most Wanted Man,2009.0,R,6.7
American Honey,2009.0,R,7.0
Fighting with My Family,2009.0,A,7.1
Non-Stop,2009.0,UA,6.9
The Girl in the Spider's Web,2009.0,A,6.1
The Covenant,2009.0,A,5.2
Yes Man,2006.0,PG-13,6.8
Ammonite,2006.0,R,6.5
Senna,2006.0,PG-13,8.5
Salt,2006.0,UA,6.4
Interceptors,2006.0,R,3.8
Oculus,2006.0,A,6.5
Summer of 84,2006.0,none,6.7
Heart of the Hunter,2006.0,none,4.6
Journey to the Center of the Earth,2006.0,U,5.8
Man on Fire,2006.0,A,6.5
Salaar: Cease Fire - Part 1,2006.0,A,6.5
The Assassination of Jesse James by the Coward Robert Ford,2006.0,R,7.5
Good Mourning,2006.0,R,3.1
A Nightmare on Elm Street,2006.0,A,5.2
I Came By,2006.0,UA 16+,6.2
Magnum Force,2006.0,A,7.2
Speed 2: Cruise Control,2006.0,UA,3.9
Crimson Peak,2006.0,R,6.5
Cure,2006.0,none,7.5
The Belko Experiment,2006.0,R,6.2
The Artist,2006.0,U,7.9
The Bodyguard,2006.0,UA,6.4
Women Talking,2006.0,PG-13,6.9
We Can Be Heroes,2006.0,7,4.7
Before We Go,2006.0,UA,6.8
Star Trek VI: The Undiscovered Country,2006.0,U,7.2
Enola Holmes 2,2006.0,UA 13+,6.8
Starcrash,2006.0,none,4.0
Kaze tachinu,2006.0,Not Rated,7.8
Twister,2006.0,none,5.2
Escape from Pretoria,2006.0,PG-13,6.8
Night at the Museum: Battle of the Smithsonian,2006.0,U,6.0
Jai Bhim,2006.0,A,8.7
The Lake House,2006.0,PG,6.8
Shallow Grave,2006.0,R,7.3
How the Grinch Stole Christmas,2006.0,U,6.3
Mommie Dearest,2006.0,R,6.6
Scooby-Doo 2: Monsters Unleashed,2006.0,U,5.2
Congo,2006.0,UA,5.3
Maniac,2006.0,none,6.1
Best in Show,2006.0,PG-13,7.4
Cinderella Man,2006.0,UA,8.0
The Loved Ones,2006.0,Not Rated,6.6
Inside Llewyn Davis,2006.0,R,7.4
The Remains of the Day,2006.0,U,7.8
Seraphim Falls,2006.0,R,6.6
Runaway Jury,2006.0,UA,7.1
A Ghost Story,2006.0,R,6.8
The Mexican,2000.0,R,6.1
Rocky II,2000.0,U,7.3
Anatomy of a Murder,2000.0,A,8.0
Half Nelson,2000.0,A,7.1
The Imaginarium of Doctor Parnassus,2000.0,PG-13,6.8
Born on the Fourth of July,2000.0,none,7.2
Master Gardener,2000.0,R,6.2
The Monuments Men,2000.0,U,6.1
Malibu's Most Wanted,2000.0,PG-13,5.2
Valle de sombras,2000.0,none,6.0
Frankenstein and Me,2000.0,PG,4.9
National Lampoon's Christmas Vacation,2000.0,U,7.5
Summer of Sam,2000.0,R,6.7
Backdraft,2000.0,UA,6.7
Chloe,2000.0,All,6.3
Father Stu,2000.0,Not Rated,6.5
The Endless,2000.0,none,6.5
Pahanhautoja,2000.0,none,6.2
Malum,2000.0,none,5.1
Kramer vs. Kramer,2000.0,U,7.8
Witness for the Prosecution,2000.0,U,8.4
Jodaeiye Nader az Simin,2000.0,7,8.3
Stöld,2000.0,none,5.7
Crossroads,2000.0,PG-13,3.8
American Reunion,2000.0,A,6.7
The BFG,2000.0,UA,6.3
Hostel: Part II,2000.0,A,5.5
Pinocchio,2000.0,U,5.1
The Lost Daughter,2000.0,18,6.7
The Passenger,2000.0,none,6.4
We Have a Ghost,2000.0,UA 13+,6.1
FernGully: The Last Rainforest,2000.0,U,6.5
Amores perros,2000.0,A,8.1
P.S. I Love You,2000.0,A,7.0
10,2000.0,A,6.1
For Your Eyes Only,2000.0,UA,6.7
Hope Floats,2000.0,UA,6.0
The Son,2000.0,PG-13,6.4
Solaris,2000.0,U,8.0
Homeward Bound: The Incredible Journey,2000.0,U,6.9
Starman,2000.0,UA,7.0
No Way Out,2000.0,UA,7.1
Blood Simple,2000.0,A,7.5
Rush Hour 2,2000.0,UA,6.7
Do lok tin si,2000.0,UA,7.6
Far from the Madding Crowd,2000.0,PG-13,7.1
Lake Placid,2000.0,A,5.8
The Happening,2000.0,UA,5.0
The Way Back,2023.0,A,7.3
The Emoji Movie,2023.0,UA,3.4
The Sweetest Thing,2023.0,A,5.2
The Other Boleyn Girl,2023.0,A,6.7
Sister Act 2: Back in the Habit,2023.0,U,5.7
Bronson,2023.0,Not Rated,7.0
Kaze no tani no Naushika,2023.0,U,8.0
Lust och fägring stor,2023.0,none,6.8
A Most Violent Year,2023.0,R,7.0
Dark Shadows,2023.0,A,6.2
Great Expectations,2023.0,A,6.8
I'll See You in My Dreams,2023.0,PG-13,6.7
Cabaret,2023.0,UA,7.8
Taxi,2023.0,U,4.5
Pan,2023.0,U,5.7
Final Destination 2,2023.0,UA,6.2
Nowhere Boy,2023.0,R,7.1
Boys Don't Cry,2023.0,A,7.5
Elektra,2023.0,UA,4.7
Assassin's Creed,2023.0,UA,5.6
Antrum: The Deadliest Film Ever Made,2023.0,18,4.9
Your Place or Mine,2023.0,UA 13+,5.7
Twilight Zone: The Movie,2023.0,UA,6.4
Guns Akimbo,2023.0,A,6.3
Isle of Dogs,2023.0,U,7.8
Stealing Beauty,2023.0,R,6.5
The Sisterhood of the Traveling Pants,2023.0,U,6.5
Mister Roberts,2023.0,U,7.6
Mystery Men,2023.0,PG-13,6.1
The Brothers Grimm,2023.0,PG-13,5.9
The Ugly Truth,2023.0,A,6.4
The Human Centipede III (Final Sequence),2023.0,none,2.7
Wolf Creek,2023.0,A,6.2
Suitable Flesh,2023.0,none,5.4
Something from Tiffany's,2023.0,UA 13+,6.2
American Me,2023.0,R,7.1
Wyatt Earp,2023.0,UA,6.7
Maleficent: Mistress of Evil,2023.0,U,6.6
Fallo!,2023.0,none,4.9
On Golden Pond,2023.0,UA,7.6
Final Destination 3,2023.0,A,5.8
Sleeping with Other People,2023.0,R,6.5
Shiva Baby,2023.0,A,7.1
Dreamcatcher,2023.0,A,5.5
Exam,2023.0,none,6.8
Changeling,2023.0,A,7.7
Mr. Malcolm's List,2023.0,PG,6.0
Paranormal Activity,2023.0,UA,6.3
Blade: Trinity,2021.0,Not Rated,5.8
High Life,2021.0,R,5.8
Dampyr,2021.0,R,5.4
Flushed Away,2021.0,U,6.6
Tenkû no shiro Rapyuta,2021.0,U,8.0
The Last Temptation of Christ,2021.0,A,7.5
Open Range,2021.0,U,7.4
Precious,2021.0,R,7.3
Last Looks,2021.0,R,5.8
Stripes,2021.0,A,6.8
Fences,2021.0,UA,7.2
Swordfish,2021.0,A,6.5
1941,2021.0,U,5.8
The Best of Me,2021.0,A,6.7
Leviathan,2021.0,none,5.8
Steve Jobs,2021.0,A,7.2
Mighty Morphin Power Rangers: The Movie,2021.0,U,5.3
Los renglones torcidos de Dios,2021.0,UA 16+,7.1
The Family Man,2021.0,PG-13,6.8
Shotgun Wedding,2021.0,A,5.5
Eye in the Sky,2021.0,UA,7.3
Samaritan,2021.0,UA 16+,5.7
Copshop,2021.0,R,6.2
Star Trek: The Motion Picture,2021.0,U,6.4
Mrs. Harris Goes to Paris,2021.0,12+,7.1
Before Midnight,2021.0,R,7.9
The Nest,2021.0,R,6.3
A Different Man,2021.0,none,7.4
The Grudge,2021.0,UA,5.9
Halloween Ends,2021.0,A,5.0
Our Man Flint,2021.0,none,6.4
Them,2021.0,none,3.2
"I Love You, Man",2021.0,A,7.0
Night of the Living Dead,2021.0,A,7.8
Red Lights,2021.0,A,6.2
Daddy's Home 2,2021.0,UA,6.0
Annabelle: Creation,2021.0,A,6.5
Russkaya Lolita,2021.0,none,4.7
Monella,2021.0,none,5.1
The Internship,2021.0,UA,6.3
The Wraith,2021.0,A,5.9
Miranda's Victim,2021.0,none,6.6
The Hustle,2021.0,A,5.4
Soldier,2021.0,A,6.0
Super Troopers,2021.0,R,7.0
Sputnik,2021.0,none,6.4
Alice in Wonderland,2021.0,none,7.3
The 13th Warrior,2021.0,U,6.6
Corpse Bride,1988.0,U,7.4
The Towering Inferno,1988.0,U,7.0
Monster's Ball,1988.0,UA 16+,7.1
Tickled,1988.0,R,7.5
The Producers,1988.0,U,7.5
Jay and Silent Bob Strike Back,1988.0,U,6.8
Devotion,1988.0,U,6.6
Mimic,1988.0,R,6.0
Last Seen Alive,1988.0,A,5.7
Rock Star,1988.0,UA,6.3
Don't Breathe 2,1988.0,A,6.0
Bad Lieutenant,1988.0,A,7.0
Notes on a Scandal,1988.0,R,7.4
Epic,1988.0,U,6.6
Mean Streets,1988.0,A,7.2
The Pink Panther,1988.0,none,7.0
Cult Killer,1988.0,R,4.7
Journey 2: The Mysterious Island,1988.0,U,5.7
The Quiet Man,1988.0,none,7.7
Michael Clayton,1988.0,A,7.2
Halloween,1988.0,A,6.0
The Stepford Wives,1988.0,PG-13,5.3
Skanda: The Attacker,1988.0,UA,4.2
Ed Wood,1988.0,UA,7.8
The Flintstones in Viva Rock Vegas,1988.0,UA,3.7
Daddy's Home,1988.0,UA,6.2
Headless,1988.0,none,4.9
Doom,1988.0,UA,5.2
The Pledge,1988.0,A,6.8
Hillbilly Elegy,1988.0,18,6.7
Mary Queen of Scots,1988.0,A,6.3
The Great Outdoors,1988.0,none,6.6
Fire in the Sky,1988.0,PG-13,6.5
Frozen,1988.0,R,6.2
We Bought a Zoo,1988.0,PG,7.0
The Cat in the Hat,1988.0,U,4.1
Sang-froid,1988.0,A,6.2
Sherlock Holmes: A Game of Shadows,1988.0,UA,7.4
The Shallows,1988.0,A,6.3
Freaked,1988.0,U,6.4
Valentine's Day,1988.0,U,5.7
The Way Way Back,1988.0,PG-13,7.4
Pet Sematary,1988.0,A,5.7
Original Sin,1988.0,U,6.0
"Kimetsu no Yaiba Kizuna no Kiseki, Soshite Hashira Geiko e",1988.0,R,6.6
Empire of Light,1988.0,R,6.7
U.S. Marshals,1988.0,A,6.6
