Title,Year,Certificate,Rating
Nancy Drew,2013.0,U,5.9
Destination Wedding,2013.0,UA,6.0
Frogman,2013.0,none,4.8
"Bardo, falsa crónica de unas cuantas verdades",2013.0,A,6.7
Love and Leashes,2013.0,18,6.3
Sapio,2013.0,none,6.6
Polaroid,2013.0,PG-13,5.2
Undercover Brother,2013.0,PG-13,5.9
Lust for a Vampire,2013.0,none,5.7
Seneca,2013.0,none,5.1
Coming Home,2013.0,none,7.3
Jayne Mansfield's Car,2013.0,R,6.2
Bullets Over Broadway,2013.0,R,7.4
Starter for 10,2013.0,PG-13,6.7
The Escort,2013.0,none,6.0
Sheena,2013.0,U,4.9
Chôjin densetsu Urotsukidôji,2013.0,none,6.3
Gone in the Night,2013.0,R,4.9
The Awakening,2013.0,R,6.4
Ekstase,2013.0,none,6.6
Twelve O'Clock High,2013.0,none,7.7
Black Sea,2013.0,R,6.4
Unschuldig - Der Fall Julia B.,2013.0,none,6.9
New York Minute,2013.0,PG,4.9
Vortex,2013.0,none,7.4
The Locksmith,2013.0,none,4.8
Love Field,2013.0,U,6.5
The Door in the Floor,2013.0,R,6.6
Coogan's Bluff,2013.0,R,6.4
Taget,2013.0,none,6.5
Time Changer,2013.0,PG,5.2
King of Killers,2013.0,R,4.3
Backspot,2013.0,none,6.7
The Railway Man,2013.0,R,7.1
Ecologia del delitto,2013.0,none,6.5
The Watcher in the Woods,2013.0,U,6.1
Zoe,2013.0,R,6.1
The Mighty,2013.0,PG-13,7.2
Bandits,2013.0,PG-13,6.5
Village of the Damned,2013.0,UA,5.6
Tightrope,2013.0,none,6.3
In Her Shoes,2013.0,UA,6.5
The Dive,2013.0,none,5.5
For Keeps?,2013.0,U,5.9
Ryan's Daughter,2013.0,U,7.4
Eo,2013.0,none,6.7
Blood,2013.0,none,5.5
Bell Book and Candle,2013.0,none,6.8
Somewhere,2013.0,R,6.3
Little Lord Fauntleroy,2013.0,none,7.3
The Grudge 2,1965.0,UA,5.0
Heart and Souls,1965.0,PG-13,7.0
Death Warrant,1965.0,none,5.7
Nicholas Nickleby,1965.0,PG,7.1
La grande bouffe,1965.0,NC-17,7.1
Amarcord,1965.0,none,7.8
Buddy Games,1965.0,R,4.8
A Shot in the Dark,1965.0,PG,7.3
Bad Samaritan,1965.0,R,6.4
The Castle,1965.0,R,7.6
Murder at Yellowstone City,1965.0,none,5.3
Ruslaan,1965.0,none,3.6
Broken,1965.0,none,7.2
Angus,1965.0,PG-13,6.7
I Spit on Your Grave III: Vengeance Is Mine,1965.0,none,5.1
Running with the Devil,1965.0,R,5.4
Le charme discret de la bourgeoisie,1965.0,none,7.8
Orgasmo,1965.0,none,6.0
Cronos,1965.0,R,6.7
La Vénus à la fourrure,1965.0,none,7.1
God's Pocket,1965.0,R,6.1
Crossing Over,1965.0,R,6.7
All the Right Moves,1965.0,A,6.0
"Game Over, Man!",1965.0,none,5.4
Diario de una ninfómana,1965.0,none,5.7
Nutty Professor II: The Klumps,1965.0,PG-13,4.5
The Storied Life of A.J. Fikry,1965.0,PG-13,6.5
To All the Boys: P.S. I Still Love You,1965.0,13,6.1
The Zero Theorem,1965.0,R,6.0
Boku no hîrô akademia THE MOVIE: Wârudo Hîrôzu Misshon,1965.0,U,7.1
Goin' South,1965.0,none,6.2
The Broken Circle Breakdown,1965.0,none,7.7
Dalkomhan insaeng,1965.0,none,7.5
The Flight of the Phoenix,1965.0,U,7.5
Das Experiment,1965.0,R,7.7
The Missing,1965.0,R,6.5
Clouds,1965.0,12+,7.5
A Prayer Before Dawn,1965.0,R,6.8
Gladiator,1965.0,U,6.5
Orca,1965.0,none,5.7
Rocky Aur Rani Kii Prem Kahaani,1965.0,none,6.5
Two Lovers,1965.0,R,7.0
Paranormal Whacktivity,1965.0,R,2.4
Summer Lovers,1965.0,none,5.8
Crazy/Beautiful,1965.0,UA,6.4
Freejack,1965.0,R,5.4
La boum,1965.0,none,6.7
Til Death Do Us Part,1965.0,none,3.9
The Wild,1965.0,G,5.2
Walking Tall,1965.0,none,6.9
Darker Shades of Summer,1993.0,none,2.5
The Legend of Barney Thomson,1993.0,none,6.2
The Boys in the Band,1993.0,18,6.8
Sniper,1993.0,R,6.1
The Boondock Saints II: All Saints Day,1993.0,R,6.2
Viva Villa!,1993.0,none,6.3
Yuk po tuen: Tau ching bo gam,1993.0,R,5.5
Needful Things,1993.0,UA,6.3
Max Steel,1993.0,PG-13,4.6
Touch,1993.0,R,5.6
Joram,1993.0,none,6.6
The Stepfather,1993.0,none,6.7
Prom Night,1993.0,A,3.9
Great Expectations,1993.0,none,7.8
The Enforcer,1993.0,R,5.3
Guyver,1993.0,PG-13,4.9
What Comes Around,1993.0,none,5.2
Hombres de piel dura,1993.0,none,5.5
The Man Who Laughs,1993.0,none,7.6
The Deepest Breath,1993.0,PG,7.7
Black Moon Rising,1993.0,A,5.5
Ai no mukidashi,1993.0,none,8.0
The X Files: I Want to Believe,1993.0,A,5.9
The Jewel of the Nile,1993.0,U,6.1
Sweetland,1993.0,none,9.0
Boomerang,1993.0,A,5.6
The End of the Affair,1993.0,U,7.0
Zabriskie Point,1993.0,A,6.9
Geugjangpan Syupeo Wingseu: Maegsimeom Seupideu,1993.0,none,7.4
Bad Boy Bubby,1993.0,none,7.3
Sapta Sagaradaache Ello: Side A,1993.0,UA,8.2
Marauders,1993.0,R,5.5
I Loved a Woman,1993.0,none,6.0
Young Adam,1993.0,NC-17,6.3
Outside the Wire,1993.0,18,5.4
Baby Mama,1993.0,UA,6.0
Lenny,1993.0,none,7.5
Miraculous - Le film,1993.0,PG,6.1
Invasion of the Bee Girls,1993.0,none,4.9
Ratcatcher,1993.0,Not Rated,7.5
One False Move,1993.0,R,7.1
The Meyerowitz Stories (New and Selected),1993.0,none,6.9
The Robe,1993.0,none,6.7
Varshangalkku Shesham,1993.0,none,7.2
Cloak & Dagger,1993.0,U,6.6
La belle saison,2019.0,none,6.7
White Bird in a Blizzard,2019.0,R,6.4
Puppylove,2019.0,none,5.6
The Goodbye Girl,2019.0,A,7.4
Fisherman's Friends,2019.0,PG-13,7.0
Sorceress,2019.0,none,4.4
Hellraiser: Bloodline,2019.0,A,5.1
Tammy and the T-Rex,2019.0,Not Rated,5.3
Lord of Illusions,2019.0,A,6.0
Blindness,2019.0,R,6.5
Blackfish,2019.0,PG-13,8.1
The Last Bus,2019.0,none,6.6
Hwaran,2019.0,none,6.0
The 39 Steps,2019.0,none,7.6
The Girl Who Believes in Miracles,2019.0,PG,5.9
Butter,2019.0,R,6.2
Colette,2019.0,R,6.7
Montana Story,2019.0,R,6.5
Birthright Outlaw,2019.0,PG-13,4.8
Police Academy: Mission to Moscow,2019.0,U,3.5
Nine Days,2019.0,R,6.8
The Big Easy,2019.0,U,6.5
Parkland,2019.0,PG-13,6.4
Daaaaaalí !,2019.0,none,6.9
The Sacrifice Game,2019.0,none,5.5
Random Hearts,2019.0,A,5.3
Sayat Nova,2019.0,none,7.6
Immortal Beloved,2019.0,R,7.4
Oliver Twist,2019.0,PG-13,6.8
Tammy,2019.0,R,4.9
Rising Sun,2019.0,A,6.2
7500,2019.0,16,6.3
Tom Jones,2019.0,A,6.4
Pánico en el Transiberiano,2019.0,none,6.5
Heon-teu,2019.0,none,6.7
First Girl I Loved,2019.0,none,6.1
Say You Will,2019.0,none,6.8
Batman: The Movie,2019.0,none,6.5
Almost Heroes,2019.0,PG-13,5.7
Message in a Bottle,2019.0,UA,6.2
The Incredible Burt Wonderstone,2019.0,A,5.9
Burakku Kurôbâ: Mahôtei no Ken,2019.0,UA 13+,7.4
All I See Is You,2019.0,R,5.4
Lions for Lambs,2019.0,UA,6.2
An American Tail: Fievel Goes West,2019.0,none,6.5
Libertate,2019.0,none,7.6
Der siebente Kontinent,2019.0,none,7.6
Brokedown Palace,2019.0,PG-13,6.4
Pulse,2020.0,PG-13,4.7
Tisdagsklubben,2020.0,none,6.0
Heartburn,2020.0,none,6.1
The Grifters,2020.0,A,6.9
Seoul-ui bom,2020.0,none,7.7
High Society,2020.0,none,6.9
Kristy,2020.0,none,5.9
Hoodlum,2020.0,R,6.3
Sissy,2020.0,none,6.1
Brief Encounter,2020.0,U,8.0
Primos,2020.0,none,6.3
The Shaggy D.A.,2020.0,none,5.8
Far Haven,2020.0,none,5.6
Step Up 3D,2020.0,UA,6.2
Racing Stripes,2020.0,PG,5.2
Snatched,2020.0,R,4.7
Artemis Fowl,2020.0,U,4.3
Paranormal Activity: Next of Kin,2020.0,R,5.3
Sorority Row,2020.0,R,5.1
The Ledge,2020.0,A,5.1
Tereddüt Çizgisi,2020.0,none,6.7
6 Souls,2020.0,R,6.0
Support the Girls,2020.0,R,6.4
Critters 2,2020.0,U,5.5
The Seven Year Itch,2020.0,none,7.1
Little Death,2020.0,none,5.4
Kes,2020.0,PG-13,7.9
The Two Faces of January,2020.0,PG-13,6.2
Kiss and Kill,2020.0,none,2.9
Manyeo,2020.0,18,7.1
Ten Inch Hero,2020.0,R,7.3
Me and You and Everyone We Know,2020.0,R,7.2
Psycho Goreman,2020.0,none,6.3
Kiss Me Deadly,2020.0,none,7.5
Athena,2020.0,A,6.8
Infiesto,2020.0,UA 16+,5.6
Slumber Party Massacre II,2020.0,none,4.7
Leviafan,2020.0,R,7.6
Cherry 2000,2020.0,none,5.6
Forever Young,2020.0,none,6.4
Nightmare Cinema,2020.0,R,5.5
Cosmic Sin,2020.0,R,2.5
Juna Furniture,2020.0,U,7.6
Satya,2020.0,U,7.9
Le scaphandre et le papillon,2020.0,PG-13,8.0
Naissance des pieuvres,2020.0,none,6.7
Touchback,2020.0,PG-13,6.5
Leatherface: Texas Chainsaw Massacre III,2020.0,A,5.0
The Lost Empire,2020.0,none,4.7
Remember,2005.0,R,7.5
Big Momma's House 2,2005.0,U,4.8
Éperdument,2005.0,none,5.9
Magic,2005.0,A,6.8
Gigi,2005.0,U,6.6
Nighthawks,2005.0,A,6.3
Little Buddha,2005.0,U,6.1
Planes: Fire & Rescue,2005.0,U,5.9
I Saw the Light,2005.0,A,5.8
Seven Days in May,2005.0,none,7.8
The Virtuoso,2005.0,R,5.0
Loaded Weapon 1,2005.0,UA,6.2
Stone,2005.0,R,5.4
Slow Torture Puke Chamber,2005.0,none,2.9
Frost/Nixon,2005.0,U,7.7
Loving,2005.0,PG-13,7.0
Bad Grandpa,2005.0,A,6.5
A Night in the Life of Jimmy Reardon,2005.0,Not Rated,5.5
Devil Girl from Mars,2005.0,none,4.9
Jungle Fever,2005.0,R,6.6
Rurôni Kenshin: Meiji kenkaku roman tan,2005.0,none,7.4
Crater,2005.0,PG,5.4
Inferno,2005.0,UA,6.5
You Can't Kill Stephen King,2005.0,none,3.7
Da 5 Bloods,2005.0,18,6.5
Deep Throat Part II,2005.0,none,3.7
Bratz,2005.0,U,3.1
Family Plot,2005.0,none,6.8
Princess Caraboo,2005.0,PG,6.0
Police Academy 6: City Under Siege,2005.0,U,4.4
On - drakon,2005.0,none,6.8
London,2005.0,R,6.4
American Dreamer,2005.0,R,5.8
The Healer,2005.0,none,6.4
Caveat,2005.0,none,5.9
Honeymoon,2005.0,R,5.7
Ghosts of War,2005.0,R,5.6
Necessary Roughness,2005.0,none,6.2
Death and the Maiden,2005.0,A,7.2
Soul Man,2005.0,U,5.3
Money Talks,2005.0,R,6.2
The Sugarland Express,2005.0,A,6.7
Cropsey,2005.0,none,6.3
C.H.U.D.,2005.0,none,5.6
Krampus,2005.0,PG-13,6.2
Suburra,2005.0,none,7.4
Cléo de 5 à 7,2005.0,none,7.8
The Kid Detective,2009.0,R,7.0
La nouvelle femme,2009.0,none,6.8
Anacondas: The Hunt for the Blood Orchid,2009.0,U,4.7
Black Beauty,2009.0,U,6.6
An Unfinished Life,2009.0,PG-13,7.0
Blinded by the Light,2009.0,PG-13,6.9
They Called Him Mostly Harmless,2009.0,none,5.8
A Madea Family Funeral,2009.0,PG-13,4.7
Beavis and Butt-Head Do America,2009.0,PG-13,6.8
xXx: State of the Union,2009.0,U,4.5
Shinda Shinda No Papa,2009.0,none,5.8
Contraband,2009.0,A,6.4
Como agua para chocolate,2009.0,R,7.1
The Education of Fredrick Fitzell,2009.0,R,5.4
Last Man Standing,2009.0,A,6.4
Switch,2009.0,R,5.8
Semmelweis,2009.0,none,7.0
Fireproof,2009.0,PG,6.4
How to Steal a Million,2009.0,A,7.5
"Argentina, 1985",2009.0,UA 16+,7.6
O Fantasma,2009.0,none,5.7
Killshot,2009.0,R,6.0
Black Bear,2009.0,R,6.5
Summerland,2009.0,PG,7.0
The Offering,2009.0,R,5.3
A Soldier's Story,2009.0,none,7.2
La sorella di Ursula,2009.0,none,5.1
Tillsammans,2009.0,R,7.4
Beethoven's 2nd,2009.0,U,5.0
Drift,2009.0,none,6.3
The Big Bird Cage,2009.0,none,5.9
The Weather Man,2009.0,R,6.6
Barbershop,2009.0,PG-13,6.3
World's Greatest Dad,2009.0,R,6.9
28 Hotel Rooms,2009.0,none,5.7
She-Devil,2009.0,A,5.7
Geethanjali Malli Vachindi,2009.0,none,5.8
Palazzina Laf,2009.0,none,7.0
My Favorite Year,2009.0,none,7.3
Rescued by Ruby,2009.0,7,7.1
Look Who's Talking Now,2009.0,UA,4.4
Class of 1999,2009.0,none,5.9
Ironclad,2009.0,R,6.1
Superfast!,2009.0,PG-13,4.1
The House,2009.0,R,5.6
Babylon A.D.,2009.0,UA,5.5
Vacation Friends 2,2009.0,R,5.3
The White Tiger,2009.0,16,7.1
Alexis Zorbas,2009.0,none,7.6
Rendez-Vous,2023.0,none,5.6
The Barbarians,2023.0,none,5.0
The Mortuary Collection,2023.0,none,6.4
Breathe In,2023.0,R,6.3
Carne trémula,2023.0,R,7.3
"I, Daniel Blake",2023.0,UA,7.8
Sijjin,2023.0,none,5.2
Fortress,2023.0,R,5.9
The Estate,2023.0,R,5.2
Spiando Marina,2023.0,none,4.4
The Loss of Sexual Innocence,2023.0,R,5.4
"My Sailor, My Love",2023.0,none,7.1
Banlieue 13,2023.0,UA 16+,7.1
Brian Banks,2023.0,PG-13,7.2
Sardar Udham,2023.0,UA 13+,8.4
Marooned,2023.0,none,5.9
Tesis,2023.0,R,7.4
Bucky F*cking Dent,2023.0,none,8.3
Colt .45,2023.0,none,6.0
Finalmente l'alba,2023.0,none,5.8
One for the Money,2023.0,PG-13,5.3
Tarzan the Ape Man,2023.0,UA,3.4
La nuit du 12,2023.0,none,7.0
My First Summer,2023.0,none,6.7
Halloween 4: The Return of Michael Myers,2023.0,A,5.8
Rocco,2023.0,none,5.7
North Star,2023.0,none,6.7
Blue My Mind,2023.0,none,6.1
Along for the Ride,2023.0,UA 13+,6.1
Rebel,2023.0,none,7.4
Farang,2023.0,R,6.3
Possessed,2023.0,none,6.9
Pather Panchali,2023.0,U,8.2
Yume nara samete...,2023.0,none,5.9
The Survivalist,2023.0,none,6.4
Mystery Train,2023.0,none,7.5
The Man with Two Brains,2023.0,UA,6.4
Hundraåringen som klev ut genom fönstret och försvann,2023.0,R,7.0
Abducted in Plain Sight,2023.0,none,6.8
Fire Down Below,2023.0,UA,5.1
Lonely Are the Brave,2023.0,none,7.6
Les triplettes de Belleville,2023.0,PG-13,7.7
Chemi otakhi,2023.0,none,6.2
Changing Lanes,2023.0,R,6.5
Shine,2023.0,Not Rated,7.6
The Heartbreak Kid,2023.0,none,7.0
The Song of Names,2004.0,PG-13,6.5
The Young Lions,2004.0,none,7.1
Gadera,2004.0,U,5.8
The Bronze,2004.0,A,6.1
Over the Edge,2004.0,none,7.3
Shut In,2004.0,none,5.8
The Killers,2004.0,none,7.7
Okuribito,2004.0,PG-13,8.0
Cahill U.S. Marshal,2004.0,none,6.4
Mother's Day,2004.0,R,6.2
Heisei tanuki gassen ponpoko,2004.0,U,7.3
Easy Money,2004.0,U,6.2
Rogue,2004.0,R,4.2
The Killer Inside Me,2004.0,R,6.1
Reindeer Games,2004.0,R,5.8
Return of the Living Dead: Part II,2004.0,none,5.7
Es war nicht die Nachtigall,2004.0,none,4.7
Planet 51,2004.0,PG,6.0
The Fabulous Baker Boys,2004.0,none,6.9
Un rubio,2004.0,none,7.3
Judgment Night,2004.0,R,6.6
The Happytime Murders,2004.0,A,5.5
Polytechnique,2004.0,none,7.2
Soldaat van Oranje,2004.0,R,7.6
The Borderlands,2004.0,R,5.8
Henry VIII and His Six Wives,2004.0,none,6.8
This Is Christmas,2004.0,none,7.0
Tiger Stripes,2004.0,none,6.0
In the Electric Mist,2004.0,R,6.1
Day of the Warrior,2004.0,R,3.8
Slacker,2004.0,R,7.0
Strictly Ballroom,2004.0,PG,7.2
Les choristes,2004.0,PG-13,7.8
BMX Bandits,2004.0,none,5.5
Fright Night Part 2,2004.0,none,5.9
Happy Birthday to Me,2004.0,none,6.0
2018,2004.0,UA,8.3
Queen & Slim,2004.0,R,7.1
The Thing Called Love,2004.0,PG-13,6.4
Cat's Eye,2004.0,none,6.3
Final Fantasy: The Spirits Within,2004.0,U,6.4
The Monster,2004.0,R,5.4
Une année difficile,2004.0,none,6.1
My Week with Marilyn,2004.0,R,6.9
American Carnage,2004.0,R,5.0
Il vangelo secondo Matteo,2004.0,none,7.6
Queen of the Deuce,2015.0,none,7.0
A Guide to Recognizing Your Saints,2015.0,R,6.9
Tuesday,2015.0,R,6.9
Extract,2015.0,R,6.1
Sappho,2015.0,none,4.5
The Driver,2015.0,none,7.1
Torn Curtain,2015.0,U,6.6
How Stella Got Her Groove Back,2015.0,R,5.7
Calendar Girls,2015.0,PG-13,6.9
The Man from Earth: Holocene,2015.0,none,5.2
Crow,2015.0,none,6.9
The Adventures of Ford Fairlane,2015.0,none,6.4
Nixon,2015.0,R,7.1
Ghajini,2015.0,UA,7.3
Motel Hell,2015.0,none,6.0
After Blue (Paradis sale),2015.0,none,5.4
Rupintojelis,2015.0,none,5.6
Love in the Villa,2015.0,UA 13+,5.4
Support Your Local Sheriff!,2015.0,none,7.4
Deconstructing Harry,2015.0,UA,7.3
The Odd Couple,2015.0,none,7.6
Piranha Part Two: The Spawning,2015.0,A,3.8
Smallfoot,2015.0,U,6.6
I Spit on Your Grave: Deja Vu,2015.0,none,2.4
Bom yeoreum gaeul gyeoul geurigo bom,2015.0,R,8.0
Dirty Love,2015.0,R,3.5
House Arrest,2015.0,PG,5.8
One Night in Bangkok,2015.0,R,5.2
Secret Headquarters,2015.0,12+,5.2
The Devil's Candy,2015.0,none,6.4
Je verrai toujours vos visages,2015.0,none,7.6
Gator,2015.0,none,5.8
Lifeboat,2015.0,none,7.6
Seungriho,2015.0,16,6.5
Halloween: Resurrection,2015.0,R,3.9
Kis Uykusu,2015.0,none,8.0
Undisputed,2015.0,UA,6.1
Sátántangó,2015.0,Not Rated,8.2
Into the Night,2015.0,A,6.4
Ginger Snaps: Unleashed,2015.0,R,6.4
Mar adentro,2015.0,U,8.0
The Parallax View,2015.0,A,7.1
Il miele del diavolo,2015.0,R,5.2
Messiah of Evil,2015.0,none,6.4
Mars Needs Moms,2015.0,PG,5.4
"Men Are from QC, Women Are from Alabang",2015.0,none,9.1
Contracted,1992.0,none,5.3
Sex Ed,1992.0,none,5.6
Coal Miner's Daughter,1992.0,UA,7.5
Lung hing foo dai,1992.0,U,6.9
First Cow,1992.0,PG-13,7.1
The Devil and Daniel Webster,1992.0,PG-13,5.4
Barfly,1992.0,none,7.1
The Scarlet Letter,1992.0,A,5.3
Tarzan the Ape Man,1992.0,none,6.9
Night Train to Lisbon,1992.0,R,6.8
Bandidas,1992.0,PG-13,5.7
Cold in July,1992.0,R,6.7
Rock & Rule,1992.0,none,6.4
Laggies,1992.0,R,6.4
Mr. Smith Goes to Washington,1992.0,U,8.1
The Rain People,1992.0,none,6.8
Holiday,1992.0,none,5.7
The Wild One,1992.0,UA,6.7
Parking,1992.0,none,7.8
The Case for Christ,1992.0,PG,6.3
Calvaire,1992.0,A,6.1
The Outlaw,1992.0,G,5.4
The Island,1992.0,R,4.8
Monsters: Dark Continent,1992.0,R,4.3
Black Site,1992.0,R,4.4
12 Feet Deep,1992.0,none,5.2
Key Largo,1992.0,none,7.7
Against the Ice,1992.0,13,6.5
High Spirits,1992.0,U,5.7
Sidekicks,1992.0,PG,5.2
Ashes in the Snow,1992.0,none,6.6
Skatetown USA,1992.0,none,4.9
Barber,1992.0,none,5.0
Roadgames,1992.0,none,6.6
Uncommon Valor,1992.0,none,6.3
Rabbit-Proof Fence,1992.0,PG,7.4
The Madness of King George,1992.0,PG-13,7.2
The Lost World,1992.0,none,5.5
The Desperadoes,1992.0,none,6.4
Les visiteurs,1992.0,R,7.0
8 Seconds,1992.0,PG-13,6.6
Some Kind of Beautiful,1992.0,R,5.7
Nanny,1992.0,A,5.3
American Outlaws,1992.0,16,5.9
Prom Pact,1992.0,UA 13+,6.4
Onibaba,1992.0,Not Rated,7.9
Final Score,2024.0,A,5.8
"Gojira, Mosura, Kingu Gidorâ: Daikaijû sôkôgeki",2024.0,none,7.0
Sleuth,2024.0,none,8.0
Choke,2024.0,R,6.4
Vampyros Lesbos,2024.0,none,5.4
La casa,2024.0,none,7.7
Get the Gringo,2024.0,R,6.9
Pauline à la plage,2024.0,none,7.3
All American Bikini Car Wash,2024.0,none,3.4
Le paradis,2024.0,none,6.7
Little Nemo,2024.0,PG,7.1
Return to Sender,2024.0,none,5.1
Delivery Man,2024.0,UA,6.3
Cade: The Tortured Crossing,2024.0,none,5.7
Mission Raniganj: The Great Bharat Rescue,2024.0,none,7.2
She Hate Me,2024.0,R,5.3
Beautiful Kate,2024.0,R,6.6
Jailer,2024.0,UA,7.1
The Last Exorcism,2024.0,PG-13,5.7
Alatriste,2024.0,none,6.1
Body Cam,2024.0,R,5.3
Chhichhore,2024.0,UA,8.3
Escape Plan 2: Hades,2024.0,A,3.9
Kamisama no iu tôri,2024.0,none,6.3
The Condemned,2024.0,R,6.0
Young Sherlock Holmes,2024.0,UA,6.8
Roadkill,2024.0,none,3.5
Mon crime,2024.0,none,6.5
On a Wing and a Prayer,2024.0,UA 13+,5.5
The Green Slime,2024.0,none,4.9
The Joneses,2024.0,R,6.4
Unsinkable,2024.0,PG,6.7
Starry Eyes,2024.0,none,6.0
A Simple Twist of Fate,2024.0,PG-13,6.3
Be Kind Rewind,2024.0,PG-13,6.4
Butchers,2024.0,none,4.6
Au revoir les enfants,2024.0,U,8.0
Skyggen i mit øje,2024.0,16,7.3
The Big Red One,2024.0,R,7.1
Dongnesaramdeul,2024.0,none,6.1
Toys,2024.0,U,5.1
Mad Heidi,2024.0,none,5.5
Hridayam,2024.0,U,8.1
The Pink Panther Strikes Again,2024.0,none,7.1
Apollo 18,2024.0,PG-13,5.2
Antitrust,2024.0,U,6.1
Renaissance: A Film by Beyoncé,2016.0,none,8.6
Titus,2016.0,R,7.1
Yellowbeard,2016.0,none,5.9
Sinsegye,2016.0,none,7.5
The Green Berets,2016.0,none,5.6
Le cercle rouge,2016.0,none,7.9
Hævnen,2016.0,R,7.6
The Lost Weekend,2016.0,none,7.9
Anne of the Thousand Days,2016.0,PG,7.4
Live Nude Girls,2016.0,none,3.6
Down with Love,2016.0,PG-13,6.3
La stanza del vescovo,2016.0,none,6.4
AKA,2016.0,A,6.6
"Mujeres al borde de un ataque de ""nervios""",2016.0,none,7.5
Welcome to Me,2016.0,R,5.9
Caged Fury,2016.0,none,3.9
The Lavender Hill Mob,2016.0,none,7.5
Pretty Maids All in a Row,2016.0,none,6.1
Don Verdean,2016.0,PG-13,5.4
Personal Best,2016.0,none,6.3
Ask Me Anything,2016.0,none,6.0
Away We Go,2016.0,R,7.0
Shogun Assassin,2016.0,none,7.3
The Fly,2016.0,A,7.1
We Summon the Darkness,2016.0,A,5.2
Ban Chao Buchayan,2016.0,none,6.6
Transfusion,2016.0,R,5.0
Beasts of the Southern Wild,2016.0,PG-13,7.2
1984,2016.0,none,6.1
Tom and Huck,2016.0,PG,5.5
Fragmentos de Amor,2016.0,none,5.5
Arabella l'angelo nero,2016.0,none,5.3
L'uomo che disegnò Dio,2016.0,none,5.6
A Kind of Murder,2016.0,R,5.3
London Boulevard,2016.0,R,6.2
The Gunman,2016.0,R,5.8
Vikram,2016.0,UA,8.3
The Raven,2016.0,A,6.4
A.I. Rising,2016.0,R,4.9
Dead Reckoning,2016.0,none,7.1
The Intruder,2016.0,A,5.6
Treasure Island,2016.0,none,6.9
Beyond the Law,2016.0,R,6.4
Megalomaniac,2016.0,none,5.6
Toscana,2016.0,UA 13+,5.7
Vox Lux,2016.0,R,5.8
Multiplicity,2016.0,UA,6.1
Gaia,1998.0,18,5.6
The Philadelphia Experiment,1998.0,none,6.1
A Classic Horror Story,1998.0,18,5.7
Sweet Smell of Success,1998.0,U,8.0
Les anges exterminateurs,1998.0,none,5.4
Keith,1998.0,PG-13,7.4
The Freshman,1998.0,none,6.5
À l'aventure,1998.0,none,5.4
Sleepaway Camp III: Teenage Wasteland,1998.0,R,5.0
A Mighty Wind,1998.0,PG-13,7.2
Help!,1998.0,none,7.1
Virus,1998.0,R,5.0
The Night Before,1998.0,R,6.4
The Jane Austen Book Club,1998.0,A,6.7
Little Manhattan,1998.0,U,7.4
Adolf Hitler: The Greatest Story Never Told,1998.0,none,7.3
Swallowed,1998.0,R,5.3
Bubba Ho-Tep,1998.0,R,6.9
The Broken Hearts Club: A Romantic Comedy,1998.0,none,6.9
Tracks,1998.0,PG-13,7.1
Così come sei,1998.0,none,6.3
Lion of the Desert,1998.0,none,8.2
Severance,1998.0,R,6.4
The Lifeguard,1998.0,R,5.6
Der Baader Meinhof Komplex,1998.0,R,7.3
Tsumetai nettaigyo,1998.0,none,7.1
Brick Mansions,1998.0,UA,5.6
Coffee and Cigarettes,1998.0,UA,7.0
High Art,1998.0,R,6.6
Fucking Åmål,1998.0,none,7.5
Sands of Iwo Jima,1998.0,none,7.0
The Perfect Date,1998.0,13,5.8
Tank,1998.0,none,5.7
Nobody's Fool,1998.0,R,7.3
Dangerous Game: The Legacy Murders,1998.0,R,4.5
La chiave,1998.0,none,5.4
Geomijip,1998.0,none,6.7
Moon Zero Two,1998.0,none,4.5
Mine,1998.0,none,5.8
I tre volti della paura,1998.0,none,7.0
Cleaner,1998.0,R,6.1
Facing the Giants,1998.0,PG,6.5
Calamity Jane,1998.0,none,7.2
The Great Santini,1998.0,PG,7.2
The Man Without a Face,1998.0,UA,6.7
Grand Canyon,1995.0,R,6.8
Upon Entry,1995.0,none,7.0
Slow West,1995.0,R,6.9
Silence... Can You Hear It?,1995.0,UA,6.5
The Night of the Iguana,1995.0,none,7.6
Begotten,1995.0,none,5.6
April Fool's Day,1995.0,UA,6.1
Meet Me in St. Louis,1995.0,none,7.5
Nicholas and Alexandra,1995.0,none,7.2
Sheroes,1995.0,R,3.4
Loose Screws,1995.0,none,4.4
Jiu Jitsu,1995.0,R,2.9
Goal!,1995.0,PG,6.7
Salvador,1995.0,A,7.4
The Fantastic Four,1995.0,PG,3.8
The Bye Bye Man,1995.0,PG-13,4.3
The Shop Around the Corner,1995.0,none,8.0
Post Mortem,1995.0,none,5.5
Beverly Hills Chihuahua,1995.0,PG,3.9
The Invisible,1995.0,PG-13,6.1
She Wore a Yellow Ribbon,1995.0,none,7.2
Hardcore Never Dies,1995.0,none,6.8
102 Dalmatians,1995.0,none,4.8
Penguin Bloom,1995.0,13,6.8
Sentinel,1995.0,none,2.7
Singapore sling: O anthropos pou agapise ena ptoma,1995.0,none,6.4
Turistas,1995.0,R,5.4
Jab We Met,1995.0,U,7.9
Brain Damage,1995.0,Not Rated,6.5
Love & Friendship,1995.0,PG,6.4
Joheunnom nabbeunnom isanghannom,1995.0,R,7.2
Safe,1995.0,R,7.1
Tin & Tina,1995.0,none,4.7
The Hitcher,1995.0,R,5.6
